"income","education","occupation","type.of.home","ethnic.classification"
"[0,10)","grade <9","student","house","hispanic"
"[0,10)","grade <9","student","house","white"
"[0,10)","grade <9","student","apartment","white"
"[0,10)","grade <9","student","house","asian"
"75+","college (1-3 years)","professional/managerial","house","hispanic"
"75+","grade <9","unemployed","other","white"
"[0,10)","grade <9","student","house","black"
"[0,10)","grades 9-11","student","house","pacific islander"
"[0,10)","grades 9-11","student","house","pacific islander"
"[0,10)","grades 9-11","student","house","asian"
"75+","grade <9","unemployed","house","american indian"
"[0,10)","grade <9","student","apartment","asian"
"[10,15)","high school graduate","military","apartment","black"
"[20,25)","college (1-3 years)","student","apartment","black"
"[20,25)","college (1-3 years)","clerical/service","house","white"
"[15,20)","high school graduate","professional/managerial","other","white"
"[30,40)","grades 9-11","homemaker","house","white"
"[15,20)","college (1-3 years)","clerical/service","house","black"
"[30,40)","college (1-3 years)","professional/managerial","house","other"
"75+","graduate study","professional/managerial","house","white"
"[30,40)","graduate study","homemaker","house","white"
"[50,75)","graduate study","professional/managerial","condominium","white"
"[50,75)","college (1-3 years)","professional/managerial","house","other"
"75+","college graduate","sales","house","white"
"[50,75)","college (1-3 years)","homemaker","house","white"
"[30,40)","high school graduate","homemaker","house","white"
"[0,10)","grades 9-11","student","house","black"
"[0,10)","grades 9-11","student","other","white"
"[0,10)","grades 9-11","student","apartment","white"
"[10,15)","grades 9-11","laborer","apartment","asian"
"[15,20)","college (1-3 years)","clerical/service","house","black"
"[0,10)","college (1-3 years)","student","house","white"
"[30,40)","high school graduate","homemaker","apartment","white"
"75+","college graduate","professional/managerial","house","white"
"[20,25)","high school graduate","clerical/service","house","black"
"[25,30)","high school graduate","clerical/service","house","white"
"[0,10)","college (1-3 years)","professional/managerial","house","white"
"[25,30)","high school graduate","laborer","house","pacific islander"
"[25,30)","high school graduate","laborer","apartment","other"
"75+","college graduate","professional/managerial","house","white"
"75+","high school graduate","professional/managerial","house","white"
"[50,75)","graduate study","homemaker","house","white"
"75+","college (1-3 years)","homemaker","house","white"
"[50,75)","graduate study","professional/managerial","house","white"
"[0,10)","college graduate","professional/managerial","house","white"
"[30,40)","college (1-3 years)","clerical/service","house","white"
"[10,15)","high school graduate","homemaker","house","american indian"
"75+","graduate study","professional/managerial","house","white"
"[0,10)","college (1-3 years)","sales","condominium","black"
"[50,75)","college graduate","professional/managerial","condominium","white"
"[20,25)","high school graduate","sales","apartment","black"
"[30,40)","grades 9-11","laborer","house","asian"
"[0,10)","grades 9-11","student","house","white"
"[0,10)","grades 9-11","student","apartment","white"
"[0,10)","grades 9-11","student","house","white"
"75+","grades 9-11","student","house","white"
"[0,10)","high school graduate","homemaker","house","white"
"75+","high school graduate","homemaker","house","white"
"[50,75)","high school graduate","student","house","white"
"[50,75)","college graduate","professional/managerial","other","white"
"[0,10)","grades 9-11","student","house","white"
"[30,40)","college graduate","clerical/service","apartment","asian"
"[30,40)","college (1-3 years)","laborer","house","hispanic"
"[0,10)","high school graduate","sales","house","black"
"[30,40)","college (1-3 years)","professional/managerial","house","asian"
"[40,50)","college (1-3 years)","homemaker","apartment","white"
"[50,75)","high school graduate","clerical/service","house","black"
"[40,50)","college (1-3 years)","laborer","other","white"
"[10,15)","high school graduate","student","house","pacific islander"
"75+","graduate study","professional/managerial","house","white"
"[20,25)","grades 9-11","clerical/service","apartment","hispanic"
"[30,40)","college (1-3 years)","homemaker","house","white"
"[40,50)","college (1-3 years)","sales","apartment","white"
"[25,30)","college (1-3 years)","professional/managerial","apartment","white"
"[40,50)","college (1-3 years)","homemaker","house","other"
"[30,40)","college (1-3 years)","military","mobile Home","white"
"[20,25)","college (1-3 years)","professional/managerial","house","other"
"[15,20)","high school graduate","homemaker","house","east indian"
"[50,75)","high school graduate","retired","house","white"
"[30,40)","high school graduate","homemaker","apartment","black"
"[40,50)","graduate study","professional/managerial","house","white"
"[30,40)","college (1-3 years)","clerical/service","other","white"
"[30,40)","college (1-3 years)","clerical/service","house","black"
"[50,75)","graduate study","professional/managerial","house","white"
"[20,25)","graduate study","professional/managerial","house","white"
"[15,20)","grades 9-11","sales","apartment","white"
"[40,50)","college (1-3 years)","sales","house","white"
"[0,10)","grades 9-11","laborer","house","black"
"[20,25)","college (1-3 years)","laborer","apartment","white"
"[0,10)","grades 9-11","clerical/service","house","white"
"[0,10)","grades 9-11","student","house","white"
"75+","grades 9-11","clerical/service","house","white"
"75+","college (1-3 years)","student","house","white"
"[0,10)","grades 9-11","student","house","white"
"[0,10)","grades 9-11","laborer","house","white"
"[0,10)","grades 9-11","sales","house","white"
"[10,15)","grades 9-11","sales","apartment","other"
"[50,75)","grades 9-11","laborer","house","white"
"[30,40)","grades 9-11","student","house","asian"
"[0,10)","grades 9-11","student","house","white"
"75+","high school graduate","unemployed","house","white"
"75+","grades 9-11","student","house","black"
"[40,50)","graduate study","professional/managerial","house","white"
"[50,75)","college graduate","professional/managerial","house","asian"
"[0,10)","grade <9","student","house","white"
"[10,15)","college (1-3 years)","clerical/service","house","white"
"[0,10)","grade <9","student","house","white"
"[50,75)","high school graduate","student","house","white"
"[50,75)","graduate study","professional/managerial","condominium","white"
"[40,50)","college (1-3 years)","professional/managerial","apartment","white"
"[0,10)","college (1-3 years)","homemaker","house","white"
"[40,50)","college (1-3 years)","military","apartment","white"
"[40,50)","college graduate","retired","house","white"
"[50,75)","college (1-3 years)","professional/managerial","house","white"
"[50,75)","graduate study","professional/managerial","house","white"
"[30,40)","graduate study","professional/managerial","apartment","asian"
"[0,10)","grade <9","student","house","asian"
"[50,75)","college (1-3 years)","professional/managerial","house","white"
"[50,75)","college graduate","professional/managerial","house","white"
"[30,40)","college graduate","sales","house","white"
"[50,75)","high school graduate","homemaker","condominium","white"
"75+","graduate study","professional/managerial","house","white"
"75+","graduate study","professional/managerial","house","white"
"[50,75)","graduate study","professional/managerial","house","white"
"75+","college (1-3 years)","homemaker","house","white"
"[15,20)","college (1-3 years)","sales","apartment","white"
"[30,40)","graduate study","professional/managerial","house","white"
"[30,40)","college (1-3 years)","professional/managerial","house","white"
"[50,75)","college graduate","professional/managerial","house","black"
"[30,40)","graduate study","military","house","white"
"75+","graduate study","professional/managerial","house","white"
"75+","graduate study","professional/managerial","house","white"
"[50,75)","graduate study","professional/managerial","house","white"
"[0,10)","college (1-3 years)","professional/managerial","house","white"
"[40,50)","graduate study","professional/managerial","apartment","hispanic"
"[25,30)","college graduate","professional/managerial","apartment","white"
"[30,40)","college (1-3 years)","homemaker","apartment","white"
"75+","graduate study","professional/managerial","house","white"
"75+","college graduate","professional/managerial","house","white"
"[40,50)","high school graduate","sales","apartment","white"
"75+","graduate study","professional/managerial","condominium","white"
"75+","college graduate","professional/managerial","house","white"
"[20,25)","high school graduate","clerical/service","apartment","white"
"[20,25)","grades 9-11","student","apartment","black"
"[15,20)","high school graduate","homemaker","house","white"
"[40,50)","college (1-3 years)","unemployed","house","white"
"[30,40)","college (1-3 years)","professional/managerial","condominium","white"
"[50,75)","college (1-3 years)","professional/managerial","house","white"
"[30,40)","college graduate","professional/managerial","apartment","white"
"[20,25)","grades 9-11","sales","condominium","black"
"[0,10)","grades 9-11","student","house","white"
"[40,50)","college (1-3 years)","laborer","house","white"
"75+","high school graduate","clerical/service","house","white"
"[40,50)","college (1-3 years)","homemaker","house","white"
"[0,10)","grades 9-11","student","other","white"
"[0,10)","grades 9-11","student","house","white"
"[10,15)","college (1-3 years)","student","house","white"
"75+","college (1-3 years)","homemaker","house","white"
"[50,75)","graduate study","homemaker","house","white"
"[20,25)","college (1-3 years)","homemaker","house","white"
"[40,50)","college (1-3 years)","laborer","house","white"
"[50,75)","graduate study","professional/managerial","house","white"
"75+","college graduate","professional/managerial","house","white"
"[0,10)","college (1-3 years)","professional/managerial","apartment","white"
"[40,50)","college (1-3 years)","clerical/service","house","white"
"[40,50)","high school graduate","professional/managerial","house","white"
"[25,30)","high school graduate","professional/managerial","house","hispanic"
"[0,10)","grades 9-11","student","house","white"
"[0,10)","grades 9-11","student","condominium","white"
"[0,10)","grades 9-11","student","other","white"
"[30,40)","college (1-3 years)","clerical/service","house","other"
"[50,75)","college (1-3 years)","student","house","white"
"[25,30)","college (1-3 years)","clerical/service","house","white"
"[50,75)","high school graduate","homemaker","house","white"
"75+","college (1-3 years)","sales","house","white"
"[50,75)","college graduate","homemaker","house","white"
"75+","college graduate","professional/managerial","condominium","white"
"[0,10)","college (1-3 years)","student","apartment","white"
"[20,25)","graduate study","professional/managerial","house","white"
"[30,40)","college (1-3 years)","professional/managerial","condominium","white"
"75+","high school graduate","laborer","house","white"
"[30,40)","college (1-3 years)","sales","house","white"
"[50,75)","graduate study","professional/managerial","house","white"
"[25,30)","college (1-3 years)","unemployed","house","white"
"[40,50)","college (1-3 years)","homemaker","apartment","asian"
"[30,40)","high school graduate","sales","house","white"
"[40,50)","college graduate","professional/managerial","house","white"
"75+","college (1-3 years)","professional/managerial","house","white"
"[30,40)","college (1-3 years)","professional/managerial","house","other"
"75+","graduate study","professional/managerial","condominium","hispanic"
"75+","high school graduate","professional/managerial","house","black"
"[0,10)","grade <9","student","house","white"
"[0,10)","grades 9-11","clerical/service","condominium","white"
"[15,20)","grades 9-11","student","house","hispanic"
"[25,30)","college (1-3 years)","laborer","house","white"
"[40,50)","college (1-3 years)","homemaker","other","white"
"[25,30)","high school graduate","professional/managerial","mobile Home","white"
"[10,15)","high school graduate","clerical/service","apartment","white"
"[40,50)","college (1-3 years)","clerical/service","house","white"
"75+","college (1-3 years)","professional/managerial","house","asian"
"[50,75)","college (1-3 years)","professional/managerial","house","white"
"[15,20)","high school graduate","clerical/service","other","white"
"[40,50)","college graduate","sales","house","white"
"[25,30)","graduate study","professional/managerial","house","white"
"[0,10)","grades 9-11","student","house","white"
"[50,75)","high school graduate","homemaker","house","white"
"[0,10)","college (1-3 years)","student","house","white"
"[0,10)","grades 9-11","student","apartment","black"
"[0,10)","grades 9-11","student","house","black"
"75+","college graduate","homemaker","house","white"
"[10,15)","college (1-3 years)","homemaker","house","white"
"75+","college graduate","professional/managerial","house","white"
"[30,40)","high school graduate","homemaker","other","white"
"[50,75)","graduate study","professional/managerial","house","white"
"[40,50)","college (1-3 years)","professional/managerial","house","white"
"[15,20)","grade <9","unemployed","house","hispanic"
"[40,50)","graduate study","clerical/service","house","white"
"[0,10)","high school graduate","unemployed","apartment","other"
"75+","college (1-3 years)","homemaker","house","white"
"[30,40)","college (1-3 years)","professional/managerial","mobile Home","white"
"[30,40)","high school graduate","laborer","house","hispanic"
"[0,10)","grades 9-11","student","house","asian"
"[0,10)","college (1-3 years)","sales","house","white"
"[0,10)","high school graduate","homemaker","house","white"
"[15,20)","college (1-3 years)","professional/managerial","apartment","black"
"[30,40)","high school graduate","laborer","house","white"
"[40,50)","college (1-3 years)","clerical/service","house","white"
"[40,50)","high school graduate","homemaker","condominium","white"
"[50,75)","high school graduate","professional/managerial","house","white"
"[0,10)","grades 9-11","student","house","white"
"[0,10)","grades 9-11","student","house","hispanic"
"[40,50)","college graduate","professional/managerial","house","white"
"[50,75)","college (1-3 years)","professional/managerial","house","white"
"[30,40)","college (1-3 years)","homemaker","house","white"
"[0,10)","grade <9","student","house","other"
"75+","college (1-3 years)","professional/managerial","house","white"
"[0,10)","college (1-3 years)","unemployed","house","white"
"75+","graduate study","professional/managerial","house","white"
"[0,10)","high school graduate","clerical/service","apartment","white"
"[0,10)","grades 9-11","unemployed","house","white"
"[50,75)","college graduate","professional/managerial","house","black"
"75+","graduate study","professional/managerial","house","white"
"75+","college (1-3 years)","student","house","white"
"75+","college (1-3 years)","sales","house","white"
"[15,20)","college (1-3 years)","clerical/service","house","asian"
"[30,40)","grades 9-11","professional/managerial","apartment","white"
"[0,10)","grades 9-11","student","house","white"
"[0,10)","grades 9-11","student","house","white"
"[0,10)","grades 9-11","student","house","white"
"[0,10)","grades 9-11","student","house","white"
"[0,10)","grades 9-11","sales","house","other"
"[0,10)","grades 9-11","student","house","white"
"[0,10)","high school graduate","student","house","black"
"[0,10)","grades 9-11","student","house","white"
"[50,75)","graduate study","professional/managerial","apartment","white"
"75+","graduate study","professional/managerial","house","white"
"[50,75)","graduate study","professional/managerial","house","white"
"[10,15)","graduate study","retired","apartment","white"
"[20,25)","college (1-3 years)","clerical/service","condominium","hispanic"
"[30,40)","grade <9","military","condominium","pacific islander"
"75+","graduate study","professional/managerial","house","white"
"75+","grade <9","unemployed","house","white"
"[0,10)","grades 9-11","student","house","white"
"[0,10)","grades 9-11","student","house","white"
"[0,10)","college (1-3 years)","clerical/service","house","white"
"[0,10)","grades 9-11","student","house","asian"
"[0,10)","grade <9","student","house","white"
"75+","college graduate","professional/managerial","house","white"
"[0,10)","grades 9-11","student","house","hispanic"
"75+","college graduate","professional/managerial","house","white"
"75+","college graduate","sales","house","white"
"[0,10)","grade <9","student","house","hispanic"
"[40,50)","college (1-3 years)","clerical/service","house","white"
"[40,50)","grades 9-11","unemployed","house","white"
"[20,25)","college graduate","sales","other","white"
"75+","graduate study","professional/managerial","house","white"
"[10,15)","college (1-3 years)","sales","house","white"
"[0,10)","grades 9-11","sales","house","white"
"75+","graduate study","professional/managerial","condominium","white"
"[0,10)","grades 9-11","student","house","white"
"[10,15)","college graduate","homemaker","house","white"
"[0,10)","high school graduate","student","house","white"
"[30,40)","college (1-3 years)","laborer","house","white"
"[20,25)","grades 9-11","sales","house","other"
"[0,10)","grade <9","student","house","white"
"[50,75)","grade <9","sales","house","white"
"[10,15)","college (1-3 years)","student","house","american indian"
"[15,20)","college (1-3 years)","professional/managerial","apartment","hispanic"
"[0,10)","grades 9-11","student","apartment","white"
"[0,10)","grades 9-11","student","mobile Home","white"
"[10,15)","high school graduate","clerical/service","house","asian"
"[25,30)","high school graduate","unemployed","apartment","asian"
"75+","college (1-3 years)","professional/managerial","house","asian"
"75+","college (1-3 years)","sales","house","hispanic"
"[0,10)","grades 9-11","student","house","white"
"[0,10)","grades 9-11","student","house","hispanic"
"[0,10)","high school graduate","student","apartment","white"
"[40,50)","graduate study","homemaker","house","hispanic"
"[0,10)","grades 9-11","student","house","white"
"[0,10)","grade <9","sales","house","white"
"[0,10)","grades 9-11","professional/managerial","house","white"
"[20,25)","college (1-3 years)","laborer","apartment","white"
